Id,breadwinner_ns__Salesforce_Account__c
a98DI0000004uEMYAY,0013i00002KrRYqAAN
a98DI0000004uENYAY,0013i00002z8jCxAAI
a98DI0000004gbLYAQ,0013i00000TCXNxAAP
a98DI0000004g5xYAA,0013i00000TCWMgAAP
a98DI0000004g5wYAA,0013i00000TCWMfAAP
a98DI0000004gVKYAY,0013i00000TCXI2AAP
a98DI0000004j1FYAQ,0013i00000TF1EuAAL
a98DI0000004gNyYAI,0013i00000TCWc2AAH
a98DI0000004gWeYAI,0013i00000TCXI1AAP
a98DI0000004hfxYAA,0013i00000TCYWPAA5
a98DI0000004GqxYAE,0013i0000071wyMAAQ
a98DI0000004WsHYAU,0013i00000D3fgqAAB
a98DI0000004KcZYAU,0013i0000071vPWAAY
a98DI0000004WQZYA2,0013i0000071mkqAAA
a98DI0000004uEOYAY,0013i00002RottqAAB
a98DI0000004uEPYAY,0013i00002byky9AAA
a98DI0000004uEQYAY,0013i00002BNOjBAAX
a98DI0000004uERYAY,0013i00002Z6m3yAAB
a98DI0000004uESYAY,0013i00002lazD4AAI
a98DI0000004uETYAY,0013i00002Z4qBAAAZ
a98DI0000004uEUYAY,0013i00002KrgD0AAJ
a98DI0000004ticYAA,0013i00002RoWU8AAN
a98DI0000004uEVYAY,0013i00002z9afaAAA
a98DI0000004uEWYAY,0013i00002KrlPtAAJ
a98DI0000004Vc8YAE,0013i0000071xkSAAQ
a98DI0000004uEXYAY,0013i00002Z5n1BAAR
a98DI0000004dHZYAY,0013i00000TCWtUAAX
a98DI000000500nYAA,0013i00000D3c29AAB
a98DI0000004dhZYAQ,0013i00000TCTupAAH
a98DI0000004uDbYAI,0013i000023utL8AAI
a98DI0000004uEYYAY,0013i00002Z5jZKAAZ
a98DI0000004dHYYAY,0013i00000TCWtTAAX
a98DI0000004j1EYAQ,0013i00000TF1EtAAL
a98DI0000004dycYAA,0013i00000TCUMLAA5
a98DI0000004h7DYAQ,0013i00000TCXw5AAH
a98DI0000004j1CYAQ,0013i00000TF1EsAAL
a98DI0000004j1BYAQ,0013i00000TF1ErAAL
a98DI0000004uEZYAY,0013i00002Z4ZLEAA3
a98DI0000004ebGYAQ,0013i00000TCUqKAAX
a98DI0000004dtBYAQ,0013i00000TCU8PAAX
a98DI0000004uEaYAI,0013i00002RpUBkAAN
a98DI0000004uEbYAI,0013i00002RooZBAAZ
a98DI0000004uEcYAI,0013i00002Z6lBLAAZ
a98DI0000004dHWYAY,0013i00000TCWtSAAX
a98DI0000004hKhYAI,0013i00000TCY80AAH
a98DI0000004zMVYAY,0013i00000D3awrAAB
a98DI0000004uEdYAI,0013i00002RpRJIAA3
a98DI0000004uEeYAI,0013i00002RotroAAB
a98DI0000004uEfYAI,0013i00002jv72aAAA
a98DI0000004WR3YAM,0013i0000071wtlAAA
a98DI0000004uEgYAI,0013i00002bzRyqAAE
a98DI0000004he8YAA,0013i00000TD6LTAA1
a98DI0000004hIvYAI,0013i00000TCY7zAAH
a98DI0000004j1AYAQ,0013i00000TF1EqAAL
a98DI0000004j19YAA,0013i00000TF1EpAAL
a98DI0000004j18YAA,0013i00000TF1EoAAL
a98DI0000004j17YAA,0013i00000TF1EnAAL
a98DI0000004j16YAA,0013i00000TF1EmAAL
a98DI0000004j15YAA,0013i00000TF1ElAAL
a98DI0000004j14YAA,0013i00000TF1EkAAL
a98DI0000004KowYAE,0013i0000071mUvAAI
a98DI0000004ifcYAA,0013i00000TF1EjAAL
a98DI0000004j0OYAQ,0013i00000TF1EiAAL
a98DI0000004uEhYAI,0013i00002RpuxeAAB
a98DI0000004fEsYAI,0013i00000TCVTGAA5
a98DI0000004YsFYAU,0013i00000P75tuAAB
a98DI0000004fO7YAI,0013i00000TCVdSAAX
a98DI0000004fErYAI,0013i00000TCVTFAA5
a98DI0000004fmeYAA,0013i00000TCW00AAH
a98DI0000004uEiYAI,0013i00002KrisbAAB
a98DI0000004HdpYAE,0013i00002Z4OFSAA3
a98DI0000004uEjYAI,0013i00002Z44yHAAR
a98DI0000004WYRYA2,0013i00000D3fy7AAB
a98DI0000004fw8YAA,0013i00000TCWCAAA5
a98DI0000004j0NYAQ,0013i00000TF1EgAAL
a98DI0000004ifbYAA,0013i00000TF1EhAAL
a98DI0000004uEkYAI,0013i00002RoLjZAAV
a98DI0000004uElYAI,0013i00002Z4p0eAAB
a98DI0000004LGOYA2,0013i0000071w7cAAA
a98DI0000004uEmYAI,0013i00002Z45EhAAJ
a98DI0000004dVtYAI,0013i00000TCTfcAAH
a98DI0000004e3kYAA,0013i00000TCUGgAAP
a98DI0000004ifaYAA,0013i00000TF1EfAAL
a98DI0000004f57YAA,0013i00000TCVIyAAP
a98DI0000004derYAA,0013i00000TCTtFAAX
a98DI0000004uEnYAI,0013i00002RpvV7AAJ
a98DI0000004uEoYAI,0013i00002RotpUAAR
a98DI0000004gVJYAY,0013i00000TCXI0AAP
a98DI0000004eOeYAI,0013i00000TCUcMAAX
a98DI0000004WfXYAU,0013i00000D3fI8AAJ
a98DI0000004saMYAQ,0013i00000D3fI8AAJ
a98DI0000004eHZYAY,0013i00000TCUWIAA5
a98DI0000004j0MYAQ,0013i00000TF1EeAAL
a98DI0000004dj8YAA,0013i00000TCTwjAAH
a98DI0000004eWVYAY,0013i00000TCUqJAAX
a98DI0000004gyeYAA,0013i00000TCXnGAAX
a98DI0000004dwbYAA,0013i00000TCUBWAA5
a98DI0000004eXrYAI,0013i00000TCUm5AAH
a98DI0000004ifZYAQ,0013i00000TF1EdAAL
a98DI0000004hIuYAI,0013i00000TCY7yAAH
a98DI0000004hKgYAI,0013i00000TCY7xAAH
a98DI0000004hKfYAI,0013i00000TCY7wAAH
a98DI0000004hSyYAI,0013i00000TCYHGAA5
a98DI0000004ifYYAQ,0013i00000TF1EcAAL
a98DI0000004hGMYAY,0013i00000TCYBHAA5
a98DI0000004uEpYAI,0013i00002Z6u9dAAB
a98DI0000004j0LYAQ,0013i00000TF1EbAAL
a98DI0000004eHYYAY,0013i00000TCUWHAA5
a98DI0000004dLVYAY,0013i00000TCWwlAAH
a98DI0000004ifXYAQ,0013i00000TF1EaAAL
a98DI0000004hIsYAI,0013i00000TCY7tAAH
a98DI0000004h8VYAQ,0013i00000TCYC6AAP
a98DI0000004uEqYAI,0013i00002Ksl8oAAB
a98DI0000004hItYAI,0013i00000TCY7vAAH
a98DI0000004hKeYAI,0013i00000TCY7uAAH
a98DI0000004gJqYAI,0013i00000TCXExAAP
a98DI0000004fzJYAQ,0013i00000TCWEbAAP
a98DI0000004uErYAI,0013i0000297MpdAAE
a98DI0000004dS1YAI,0013i00000P7FscAAF
a98DI0000004j0KYAQ,0013i00000TF1EZAA1
a98DI0000004ifWYAQ,0013i00000TF1EYAA1
a98DI0000004uEsYAI,0013i00002RpyfsAAB
a98DI0000004uEtYAI,0013i00002uBsLlAAK
a98DI0000004uEuYAI,0013i00002RpAvwAAF
a98DI0000004JuKYAU,0013i0000071vxyAAA
a98DI0000004uEvYAI,0013i00002RqESZAA3
a98DI0000004uEwYAI,0013i00002Z6n1xAAB
a98DI0000004J1BYAU,0013i0000071xECAAY
a98DI0000004uExYAI,0013i00002RotndAAB
a98DI0000004YPfYAM,0013i00000D3eocAAB
a98DI0000004uEyYAI,0013i00002Z4BCjAAN
a98DI0000004WzBYAU,0013i0000071pRPAAY
a98DI0000004EQJYA2,0013i0000071mskAAA
a98DI0000004uEzYAI,0013i00002RoRTRAA3
a98DI0000004I9LYAU,0013i0000072NSOAA2
a98DI0000004IpsYAE,0013i0000071nhuAAA
a98DI0000004KcPYAU,0013i0000072O88AAE
a98DI0000004uF0YAI,0013i00002Z5aQVAAZ
a98DI0000004eSaYAI,0013i00000TCUfsAAH
a98DI0000004uF1YAI,0013i00002hCR2sAAG
a98DI0000004GPHYA2,0013i0000071nQuAAI
a98DI0000004uF2YAI,0013i00002Z47h3AAB
a98DI0000004uF3YAI,0013i00002Rq0r5AAB
a98DI0000004dFOYAY,0013i00000TCX1KAAX
a98DI0000004eWUYAY,0013i00000TCUqIAAX
a98DI0000004KObYAM,0013i0000071wLNAAY
a98DI0000004dVuYAI,0013i00000TCTfbAAH
a98DI0000004gYKYAY,0013i00000TCXKGAA5
a98DI0000004j0JYAQ,0013i00000TF1EXAA1
a98DI0000004dHXYAY,0013i00000TCWtRAAX
a98DI0000004doFYAQ,0013i00000TCU1HAAX
a98DI0000004ecyYAA,0013i00000TCV9KAAX
a98DI0000004dtAYAQ,0013i00000TCU8OAAX
a98DI0000004eHXYAY,0013i00000TCUWGAA5
a98DI0000004ifVYAQ,0013i00000TF1EWAA1
a98DI0000004JoiYAE,0013i0000071w06AAA
a98DI0000004uF4YAI,0013i00002Rotj9AAB
a98DI0000004WuVYAU,0013i0000071pLnAAI
a98DI0000004j0IYAQ,0013i00000TF1EVAA1
a98DI0000004fEpYAI,0013i00000TCVTEAA5
a98DI0000004uF5YAI,0013i00002RotjaAAB
a98DI0000004Z0WYAU,0013i00000ZE06AAAT
a98DI0000004uF6YAI,0013i00002Rp2OZAAZ
a98DI0000004uF7YAI,0013i00002Z402DAAR
a98DI0000004uF8YAI,0013i00002RorKBAAZ
a98DI0000004uF9YAI,0013i00002RqJGoAAN
a98DI0000004uFAYAY,0013i00002RoVYnAAN
a98DI0000004KCRYA2,0013i0000071lQVAAY
a98DI0000004uFBYAY,0013i00000TDVmZAAX
a98DI0000004uFCYAY,0013i00002RoiLdAAJ
a98DI0000004uFDYAY,0013i00002Z4eRpAAJ
a98DI0000004uFEYAY,0013i00002Rpz2DAAR
a98DI0000004uFFYAY,0013i00002qfXfXAAU
a98DI0000004uFGYAY,0013i00002Z4gJkAAJ
a98DI0000004uFHYAY,0013i00002Rol6NAAR
a98DI0000004uFIYAY,0013i00002RoPunAAF
a98DI0000004fPlYAI,0013i00000TCVhpAAH
a98DI0000004ifUYAQ,0013i00000TF1EUAA1
a98DI0000004j0HYAQ,0013i00000TF1ETAA1
a98DI0000004ifTYAQ,0013i00000TF1ESAA1
a98DI0000004UEeYAM,0013i0000072OKyAAM
a98DI0000004IcrYAE,0013i000005ApbmAAC
a98DI0000004uFJYAY,0013i00002RpRf7AAF
a98DI0000004bwPYAQ,0013i0000071pY6AAI
a98DI0000004KANYA2,0013i0000071m2PAAQ
a98DI0000004X7lYAE,0013i00000D3eVDAAZ
a98DI0000004YDbYAM,0013i00000D3vxoAAB
a98DI0000004ILCYA2,0013i0000071ngAAAQ
a98DI0000004d7JYAQ,0013i00000TCThbAAH
a98DI0000004gcHYAQ,0013i00000TCXQLAA5
a98DI0000004WceYAE,0013i00000D3gVrAAJ
a98DI0000004f6HYAQ,0013i00000TCVKLAA5
a98DI0000004uFKYAY,0013i00002RpsI0AAJ
a98DI0000004uFLYAY,0013i00002jvzy2AAA
a98DI0000004uFMYAY,0013i00002Z6su7AAB
a98DI0000004uFNYAY,0013i00002RpuZpAAJ
a98DI0000004efPYAQ,0013i00000TCUt3AAH
a98DI0000004fXVYAY,0013i00000TCVm2AAH
a98DI0000004czlYAA,0013i00000TCWePAAX
a98DI0000004Xi2YAE,0013i00000D3g55AAB
a98DI0000004fEqYAI,0013i00000TCVTDAA5
a98DI0000004hcVYAQ,0013i00000TCYTkAAP
a98DI0000004uFOYAY,0013i000023uYDbAAM
a98DI0000004dk4YAA,0013i00000TCTyFAAX
a98DI0000004TqYYAU,0013i00002lboRnAAI
a98DI0000004XPRYA2,0013i0000070V4mAAE
a98DI0000004uFPYAY,0013i00002RpU38AAF
a98DI0000004uFQYAY,0013i000026A5O6AAK
a98DI0000004uFRYAY,0013i00002hAtF2AAK
a98DI0000004XmCYAU,0013i0000071qgYAAQ
a98DI0000004Y1CYAU,0013i0000071DKBAA2
a98DI0000004uFSYAY,0013i00002RotgcAAB
a98DI0000004ZdvYAE,0013i00001ztMm6AAE
a98DI0000004QgvYAE,0013i0000071xNVAAY
a98DI0000004EpaYAE,0013i0000071nBSAAY
a98DI0000004uFTYAY,0013i00002Z6lEBAAZ
a98DI0000004uFUYAY,0013i00001zufNGAAY
a98DI0000004EdJYAU,0013i0000071wg3AAA
a98DI0000004KitYAE,0013i000003QMMAAA4
a98DI0000004uFVYAY,0013i00002RoPFNAA3
a98DI0000004IsaYAE,0013i0000071xDOAAY
a98DI0000004MmdYAE,0013i0000071mtDAAQ
a98DI0000004uFWYAY,0013i00002Z6yL3AAJ
a98DI0000004depYAA,0013i00000TCTtEAAX
a98DI0000004dHVYAY,0013i00000TCWtQAAX
a98DI0000004deqYAA,0013i00000TCTtDAAX
a98DI0000004dHUYAY,0013i00000TCWtPAAX
a98DI0000004e53YAA,0013i00000TCUI8AAP
a98DI0000004uFXYAY,0013i00002RqBc5AAF
a98DI0000004eHWYAY,0013i00000TCUWFAA5
a98DI0000004kxJYAQ,0013i00000TF3CkAAL
a98DI0000004uFYYAY,0013i00002RpQx9AAF
a98DI0000004itHYAQ,0013i00000TF1ERAA1
a98DI0000004WW0YAM,0013i00000D3gCAAAZ
a98DI0000004WeOYAU,0013i00000D3ghHAAR
a98DI0000004uFZYAY,0013i00002Z429NAAR
a98DI0000004uFaYAI,0013i00002Rpa8hAAB
a98DI0000004IdkYAE,0013i00001xO9PRAA0
a98DI0000004uFbYAI,0013i00002bzTAfAAM
a98DI0000004IcNYAU,0013i0000071nhJAAQ
a98DI0000004InrYAE,0013i0000071xD1AAI
a98DI0000004uFcYAI,0013i00002RpnjYAAR
a98DI0000004ZhkYAE,0013i00000D3f7MAAR
a98DI0000004QNPYA2,0013i000003QMMJAA4
a98DI0000004uFdYAI,0013i0000296I1eAAE
a98DI0000004uFeYAI,0013i00002RqISWAA3
a98DI0000004j0GYAQ,0013i00000TF1EQAA1
a98DI0000004gKYYAY,0013i00000TCXMuAAP
a98DI0000004WTuYAM,0013i00000D3wPaAAJ
a98DI0000004uFfYAI,0013i00002RqMHqAAN
a98DI0000004uFgYAI,0013i00002Roa7cAAB
a98DI0000004uFhYAI,0013i00002Z6rihAAB
a98DI0000004j0FYAQ,0013i00000TF1EOAA1
a98DI0000004FebYAE,0013i000005Aw2TAAS
a98DI0000004YZfYAM,0013i00000IxokiAAB
a98DI0000004n5bYAA,0013i00000IxokiAAB
a98DI0000004uFiYAI,0013i00002RowToAAJ
a98DI0000004WcDYAU,0013i00000D3wPsAAJ
a98DI0000004I5YYAU,0013i0000071ncAAAQ
a98DI0000004Wr3YAE,0013i00000D3j8DAAR
a98DI0000004IKEYA2,0013i0000071ng5AAA
a98DI0000004j0EYAQ,0013i00000TF1ENAA1
a98DI0000004uFjYAI,0013i00002Z4sWsAAJ
a98DI0000004Y7NYAU,0013i00000BOsoyAAD
a98DI0000004uFkYAI,0013i00002Z71DpAAJ
a98DI0000004uFlYAI,0013i00002Z4dRDAAZ
a98DI0000004uFmYAI,0013i00002RpnBeAAJ
a98DI0000004uFnYAI,0013i00002bzDxMAAU
a98DI0000004YymYAE,0013i00000TEwgcAAD
a98DI0000004WfSYAU,0013i00000D3cuuAAB
a98DI0000004JWdYAM,0013i0000072O4uAAE
a98DI0000004XlOYAU,0013i0000071qfzAAA
a98DI0000004uFoYAI,0013i00002wWGl9AAG
a98DI0000004uFpYAI,0013i00002Rpxp2AAB
a98DI0000004uFqYAI,0013i00002RoINCAA3
a98DI0000004KSeYAM,0013i00000CK7czAAD
a98DI0000004K6mYAE,0013i0000071vwBAAQ
a98DI0000004sdkYAA,0013i0000071vwBAAQ
a98DI0000004uFrYAI,0013i00002RoKHuAAN
a98DI0000004uFsYAI,0013i00002KrdhhAAB
a98DI0000004uFtYAI,0013i00002RqLZrAAN
a98DI0000004uFuYAI,0013i0000071EIXAA2
a98DI0000004uFvYAI,0013i00002eXHcvAAG
a98DI0000004GELYA2,0013i00000IyXjrAAF
a98DI0000004VR3YAM,0013i0000072OC8AAM
a98DI0000004F60YAE,0013i0000071n3VAAQ
a98DI0000004Vf0YAE,0013i0000071oaCAAQ
a98DI0000004uFwYAI,0013i00002RqP86AAF
a98DI0000004uFxYAI,0013i00002Rof5bAAB
a98DI0000004WgPYAU,0013i00000D3aUlAAJ
a98DI0000004XppYAE,0013i00000D3gOiAAJ
a98DI0000004uFyYAI,0013i00002RoZHnAAN
a98DI0000004uFzYAI,0013i00002RoOcrAAF
a98DI0000004uG0YAI,0013i00002Z54v7AAB
a98DI0000004uG1YAI,0013i00002Z6HGqAAN
a98DI0000004uG2YAI,0013i00002Z4iUpAAJ
a98DI0000004ZP2YAM,0013i00001uCrRrAAK
a98DI0000004VUOYA2,0013i000008oI3lAAE
a98DI0000004MJ4YAM,0013i00002eYwMpAAK
a98DI0000004LcrYAE,0013i0000071mCqAAI
a98DI0000004uG3YAI,0013i00002Rq1h6AAB
a98DI0000004j0DYAQ,0013i00000TF1EMAA1
a98DI0000004uG4YAI,0013i00002Z4fiLAAR
a98DI0000004uG5YAI,0013i00002Z56RZAAZ
a98DI0000004uG6YAI,0013i00002RqLhSAAV
a98DI0000004KI8YAM,0013i0000071lmWAAQ
a98DI0000004uG7YAI,0013i00002Z6gZTAAZ
a98DI0000004FOkYAM,0013i0000071woSAAQ
a98DI0000004YzAYAU,0013i00000FjG6JAAV
a98DI0000004ZekYAE,0013i00000D3cqEAAR
a98DI0000004WaPYAU,0013i00000D3fzrAAB
a98DI0000004uG8YAI,0013i00002bzEgUAAU
a98DI0000004uG9YAI,0013i00002RpOdcAAF
a98DI0000004j0CYAQ,0013i00000TF1ELAA1
a98DI0000004uGAYAY,0013i00002RqTTmAAN
a98DI0000004uGBYAY,0013i00002KrYBXAA3
a98DI0000004uGCYAY,0013i00000P3G2bAAF
a98DI0000004j0BYAQ,0013i00000TF1EKAA1
a98DI0000004j0AYAQ,0013i00000TF1EJAA1
a98DI0000004uGDYAY,0013i00002RoSoYAAV
a98DI0000004EgqYAE,0013i0000071wjcAAA
a98DI0000004XxlYAE,0013i0000072G3qAAE
a98DI0000004uGEYAY,0013i00002Z44ETAAZ
a98DI0000004uGFYAY,0013i00002Krk5FAAR
a98DI0000004j09YAA,0013i00000TF1EIAA1
a98DI0000004ZQCYA2,0013i00001vGm1rAAC
a98DI0000004uGGYAY,0013i00002Z78a6AAB
a98DI0000004uGHYAY,0013i00001zuS38AAE
a98DI0000004uGIYAY,0013i00002Rq71kAAB
a98DI0000004K66YAE,0013i0000071ldFAAQ
a98DI0000004JThYAM,0013i0000071vywAAA
a98DI0000004uGJYAY,0013i00002RoInoAAF
a98DI0000004X5IYAU,0013i0000071mtwAAA
a98DI0000004RzeYAE,0013i0000072NTzAAM
a98DI0000004uGKYAY,0013i00002RoSfnAAF
a98DI0000004uGLYAY,0013i00002Z6kNGAAZ
a98DI0000004RhyYAE,0013i0000071o17AAA
a98DI0000004uGMYAY,0013i00002jsaLtAAI
a98DI0000004uGNYAY,0013i00002KrjdCAAR
a98DI0000004ZX7YAM,0013i00000D3c6pAAB
a98DI0000004uGOYAY,0013i00002RosDlAAJ
a98DI0000004XRcYAM,0013i00000D3f8DAAR
a98DI0000004EPpYAM,0013i0000071wbVAAQ
a98DI0000004j08YAA,0013i00000TF1EHAA1
a98DI0000004ZnpYAE,0013i00001ztFmrAAE
a98DI0000004j07YAA,0013i00000TF1EGAA1
a98DI0000004uGPYAY,0013i00002Z4ytvAAB
a98DI0000004j06YAA,0013i00000TF1EFAA1
a98DI0000004uGQYAY,0013i00002RoeHAAAZ
a98DI0000004uGRYAY,0013i00002RpUJSAA3
a98DI0000004kxIYAQ,0013i00000TF3CjAAL
a98DI0000004uGSYAY,0013i00002RqMhIAAV
a98DI0000004uGTYAY,0013i00002RpQcgAAF
a98DI0000004j05YAA,0013i00000TF1EEAA1
a98DI0000004KiiYAE,0013i0000071mTbAAI
a98DI0000004j04YAA,0013i00000TF1EDAA1
a98DI0000004j03YAA,0013i00000TF1ECAA1
a98DI0000004zSSYAY,0013i00000D3avtAAB
a98DI0000004WURYA2,0013i00000D3eaIAAR
a98DI0000004uGUYAY,0013i00002hAt1JAAS
a98DI0000004j02YAA,0013i00000TF1EBAA1
a98DI0000004R7dYAE,0013i0000072NUaAAM
a98DI0000004uGVYAY,0013i00002RpxIkAAJ
a98DI0000004VqxYAE,0013i0000071x6QAAQ
a98DI0000004JzCYAU,0013i0000071wERAAY
a98DI0000004j01YAA,0013i00000TF1EAAA1
a98DI0000004uGWYAY,0013i00000GoRZGAA3
a98DI0000004izzYAA,0013i00000TF1E9AAL
a98DI0000004LqAYAU,0013i0000072NXCAA2
a98DI0000004tcHYAQ,0013i00002bzGKcAAM
a98DI0000004uGXYAY,0013i00002KrVyWAAV
a98DI0000004uGYYAY,0013i00000EPkmtAAD
a98DI0000004NSpYAM,0013i0000071x8GAAQ
a98DI0000004XXKYA2,0013i00000D3fSyAAJ
a98DI0000004uGZYAY,0013i00002RpcRfAAJ
a98DI0000004R8aYAE,0013i0000072NXVAA2
a98DI0000004ZYdYAM,0013i000003QMMQAA4
a98DI0000004uGaYAI,0013i00002RorsQAAR
a98DI0000004uGbYAI,0013i000030yPVvAAM
a98DI0000004uGcYAI,0013i00002z8DceAAE
a98DI0000004JUBYA2,0013i0000071lfbAAA
a98DI0000004JvpYAE,0013i0000071lXrAAI
a98DI0000004WXTYA2,0013i00000D3fBqAAJ
a98DI0000004kySYAQ,0013i00000TF3EjAAL
a98DI0000004uGdYAI,0013i00002Z4vTUAAZ
a98DI0000004JwnYAE,0013i0000071vwaAAA
a98DI0000004uGeYAI,0013i00002RojFSAAZ
a98DI0000004uGfYAI,0013i00002RpgwFAAR
a98DI0000004kyRYAQ,0013i00000TF3EiAAL
a98DI0000004uGgYAI,0013i00002RoqEkAAJ
a98DI0000004j00YAA,0013i00000TF1E8AAL
a98DI0000004j13YAA,0013i00000TF1E7AAL
a98DI0000004thbYAA,0013i00002RojOXAAZ
a98DI0000004uGhYAI,0013i00002RoWv7AAF
a98DI0000004U2xYAE,0013i0000071xRPAAY
a98DI0000004uGiYAI,0013i00001kLRefAAG
a98DI0000004j12YAA,0013i00000TF1E6AAL
a98DI0000004uGjYAI,0013i00002hAtBJAA0
a98DI0000004uGkYAI,0013i00002Rq1dZAAR
a98DI0000004zC1YAI,0013i00000D3fARAAZ
a98DI0000004WmpYAE,0013i00000D3gJEAAZ
a98DI0000004uGlYAI,0013i00002uAbG4AAK
a98DI0000004Y4hYAE,0013i00000AMS6CAAX
a98DI0000004uGmYAI,0013i00002Z470cAAB
a98DI0000004Uc3YAE,0013i0000071xY8AAI
a98DI0000004uGnYAI,0013i00002spnbiAAA
a98DI0000004RTiYAM,0013i0000071xPxAAI
a98DI0000004uGoYAI,0013i00002Z4erNAAR
a98DI0000004j11YAA,0013i00000TF1E5AAL
a98DI0000004uGpYAI,0013i00002Z4RC2AAN
a98DI0000004XJWYA2,0013i0000071pt8AAA
a98DI0000004uGqYAI,0013i00002RofGIAAZ
a98DI0000004uGrYAI,0013i00002RpwDQAAZ
a98DI0000004uGsYAI,0013i00002KrQ1BAAV
a98DI0000004j10YAA,0013i00000TF1E4AAL
a98DI0000004uGtYAI,0013i0000269UHUAA2
a98DI0000004LThYAM,0013i0000071m3pAAA
a98DI0000004OS5YAM,0013i0000071nqDAAQ
a98DI0000004uGuYAI,0013i00002Z6f62AAB
a98DI0000004j0zYAA,0013i00000TF1E3AAL
a98DI0000004uGvYAI,0013i00002RomDIAAZ
a98DI0000004uGwYAI,0013i00002Z6eOpAAJ
a98DI0000004G9jYAE,0013i0000072O94AAE
a98DI0000004LGBYA2,0013i0000071w7VAAQ
a98DI0000004j0yYAA,0013i00000TF1E2AAL
a98DI0000004JCpYAM,0013i0000072OCZAA2
a98DI0000004ZLfYAM,0013i000005B0I4AAK
a98DI0000004JuhYAE,0013i0000071vxbAAA
a98DI0000004WpoYAE,0013i00000D3f08AAB
a98DI0000004uGxYAI,0013i00002Rpry6AAB
a98DI0000004eXqYAI,0013i00000TCUm4AAH
a98DI0000004uGyYAI,0013i00002Z4TCYAA3
a98DI0000004j0xYAA,0013i00000TF1E1AAL
a98DI0000004uGzYAI,0013i00002RqVXDAA3
a98DI0000004uH0YAI,0013i00002RpzvsAAB
a98DI0000004uH1YAI,0013i00002RoiulAAB
a98DI0000004uH2YAI,0013i00002uAAAPAA4
a98DI0000004uH3YAI,0013i00002KrlJiAAJ
a98DI0000004WU8YAM,0013i00000D3h6AAAR
a98DI0000004saiYAA,0013i00000D3h6AAAR
a98DI0000004Ge9YAE,0013i0000071wxYAAQ
a98DI0000004uH4YAI,0013i00002bzMlYAAU
a98DI0000004uH5YAI,0013i00002RqA1ZAAV
a98DI0000004LdzYAE,0013i0000071vw7AAA
a98DI0000004sclYAA,0013i0000071vw7AAA
a98DI0000004uH6YAI,0013i00002RoGkNAAV
a98DI0000004uH7YAI,0013i00002Z76K2AAJ
a98DI0000004uH8YAI,0013i00002Z6H9gAAF
a98DI0000004WcOYAU,0013i00000D3aP6AAJ
a98DI0000004uH9YAI,0013i00002Z4jPfAAJ
a98DI0000004uHAYAY,0013i00002RqDbzAAF
a98DI0000004uHBYAY,0013i00002KrkfVAAR
a98DI0000004uHCYAY,0013i00002c0lPBAAY
a98DI0000004UADYA2,0013i0000071vv2AAA
a98DI0000004mmsYAA,0013i0000071vv2AAA
a98DI0000004WTsYAM,0013i00000D3h5zAAB
a98DI0000004uHDYAY,0013i00002Roj5zAAB
a98DI0000004uHEYAY,0013i00002KrgP9AAJ
a98DI0000004uHFYAY,0013i00002RofgnAAB
a98DI0000004L3CYAU,0013i0000071masAAA
a98DI0000004uHGYAY,0013i00002Z6kagAAB
a98DI0000004uHHYAY,0013i00002Rq854AAB
a98DI0000004uHIYAY,0013i00002Z6tFzAAJ
a98DI0000004K7wYAE,0013i0000071msNAAQ
a98DI0000004uHJYAY,0013i00002RoLr8AAF
a98DI0000004LuvYAE,0013i0000071vN0AAI
a98DI0000004WVoYAM,0013i00000D3hBzAAJ
a98DI0000004j0wYAA,0013i00000TF1E0AAL
a98DI0000004uHKYAY,0013i0000269v6xAAA
a98DI0000004YVSYA2,0013i00000GncaLAAR
a98DI0000004uHLYAY,0013i00002Rq79JAAR
a98DI0000004uHMYAY,0013i00002RqWbwAAF
a98DI0000004uHNYAY,0013i00002RossRAAR
a98DI0000004JcBYAU,0013i0000071lNpAAI
a98DI0000004serYAA,0013i0000071lNpAAI
a98DI0000004uHOYAY,0013i00002RqBE5AAN
a98DI0000004Ja4YAE,0013i0000071mE9AAI
a98DI0000004JTcYAM,0013i0000071lOXAAY
a98DI0000004sdiYAA,0013i0000071lOXAAY
a98DI0000004WiXYAU,0013i00000D3gUnAAJ
a98DI0000004uHQYAY,0013i00002Z58q7AAB
a98DI0000004uHRYAY,0013i00002Z76ylAAB
a98DI0000004uHSYAY,0013i00002Rq34eAAB
a98DI0000004LU4YAM,0013i0000072NVzAAM
a98DI0000004uHTYAY,0013i00002Z6t50AAB
a98DI0000004YywYAE,0013i00000ZDDLVAA5
a98DI0000004LfyYAE,0013i0000071ly8AAA
a98DI0000004uHUYAY,0013i00002Krs3sAAB
a98DI0000004uHVYAY,0013i00002Z762VAAR
a98DI0000004uHWYAY,0013i00002KrM5GAAV
a98DI0000004uHXYAY,0013i00002Krg6sAAB
a98DI0000004uHYYAY,0013i00002bzRCCAA2
a98DI0000004Y91YAE,0013i00000D3du7AAB
a98DI0000004uHZYAY,0013i00002RqKLqAAN
a98DI0000004uHaYAI,0013i00002Z6iKDAAZ
a98DI0000004uHbYAI,0013i00002z9byOAAQ
a98DI0000004Z6xYAE,0013i00000rXXs3AAG
a98DI0000004YSuYAM,0013i00000EO9iVAAT
a98DI0000004NctYAE,0013i0000071wVcAAI
a98DI0000004uHcYAI,0013i00002RpbjUAAR
a98DI0000004a5xYAA,0013i000006zIm1AAE
