Id,ContractNumber,Active_ARCV__c,ARCV__c,Net_Total__c,StartDate,EndDate,Status,Name
800Do000000xLFFIA2,7069720,4380,4380,4380,2023-01-01,2023-12-31,Activated,(2023-12-31)  Certapro Painters Of Port Jefferson
800Do000000xLaOIAU,7071032,3617.36,3617.36,3617.36,2022-09-11,2023-09-10,Activated,(2023-09-10)  AP CONSTRUCTION GROUP
800Do000000xLWSIA2,7070788,5698.25,5698.25,5698.25,2022-10-01,2023-09-30,Activated,(2023-09-30)  GEISLER BROS CO
800Do000000xLaPIAU,7071033,2800,2800,2800,2022-08-12,2023-08-11,Activated,(2023-08-11)  360 GAC
800Do000000xLWTIA2,7070789,3847.5,3847.5,3847.5,2022-10-01,2023-09-30,Activated,(2023-09-30)  PREMIER LIGHTING
800Do000000xLWUIA2,7070790,2104.25,2104.25,2104.25,2022-08-01,2023-07-31,Activated,(2023-07-31)  Allied Heating & Air Conditioning
800Do000000xLWVIA2,7070791,1200,1200,1200,2022-08-01,2023-07-31,Activated,(2023-07-31)  RICHMOND COMMERCIAL SERVICES (RCS)
800Do000000xLWWIA2,7070792,2450,2450,2450,2022-11-10,2023-11-09,Activated,(2023-11-09)  Pinhero Construction
800Do000000xLWXIA2,7070793,2425,2425,2425,2022-12-01,2023-11-30,Activated,(2023-11-30)  ABC Refrigeration & HVAC LLC
800Do000000xLWYIA2,7070794,7424,7424,7424,2022-12-01,2023-11-30,Activated,(2023-11-30)  WEST COAST AIR COND CO
800Do000000xLWZIA2,7070795,750.82,750.82,750.82,2022-12-01,2023-11-30,Activated,(2023-11-30)  ARANA GROUP
800Do000000xLWaIAM,7070796,6194.16,6194.16,12388.32,2023-01-01,2024-12-31,Activated,(2024-12-31)  East Coast Wall Systems LLC
800Do000000xLWbIAM,7070797,8364.12,8364.12,8364.12,2022-09-24,2023-09-23,Activated,(2023-09-23)  Sulzer EMS INC
800Do000000xLaQIAU,7071034,1700,1700,1700,2022-10-27,2023-10-26,Activated,"(2023-10-26)  Bryant Infrastructure, Inc."
800Do000000xLWcIAM,7070798,2000,2000,2000,2022-10-11,2023-10-10,Activated,(2023-10-10)  Reliant Construction Group
800Do000000xLWdIAM,7070799,2000,2000,2000,2022-10-12,2023-10-11,Activated,(2023-10-11)  Southern Sites Services
800Do000000xLWeIAM,7070800,2644.02,2644.02,2644.02,2022-09-01,2023-08-31,Activated,(2023-08-31)  DRV Inc
800Do000000xLWfIAM,7070801,4045.77,4045.77,4045.77,2022-09-01,2023-08-31,Activated,(2023-08-31)  BUCKHART SAND & GRAVEL CO
800Do000000xLWgIAM,7070802,1204,1204,1204,2022-09-01,2023-08-31,Activated,(2023-08-31)  INTERGROUP
800Do000000xLYlIAM,7070931,600,600,600,2022-06-01,2023-05-31,Activated,(2023-05-31)  Clifton Heights Construction
800Do000000xLFGIA2,7069721,23070,23070,23070,2023-01-01,2023-12-31,Activated,"(2023-12-31)  TRAFFIC MANAGEMENT, INC."
800Do000000xLFIIA2,7069723,2668,2668,2668,2022-07-15,2023-07-14,Activated,(2023-07-14)  AEGIS NETWORK & SECURITY SOLUTIONS
800Do000000xLFJIA2,7069724,1320,1320,1320,2022-08-01,2023-07-31,Renewed,"(2023-07-31)  Dolce Panepinto, Attorneys at Law"
800Do000000xLFKIA2,7069725,10595.84,10595.84,10595.84,2022-07-16,2023-07-15,Activated,(2023-07-15)  W E O'Neil Construction Co
800Do000000xLFLIA2,7069726,5726,5726,5726,2022-09-01,2023-08-31,Activated,(2023-08-31)  CTL/THOMPSON
800Do000000xLFMIA2,7069727,1899.59,1899.59,1899.59,2022-09-01,2023-08-31,Activated,(2023-08-31)  S & S ELECTRIC CO
800Do000000xLFNIA2,7069728,10462,10462,10462,2022-09-01,2023-08-31,Activated,(2023-08-31)  ROYAL WHOLESALE ELECTRIC
800Do000000xLFOIA2,7069729,2637.63,2637.63,2637.63,2022-09-01,2023-08-31,Activated,(2023-08-31)  AMERICAN BORING INC
800Do000000xLFPIA2,7069730,3111.02,3111.02,3111.02,2022-09-01,2023-08-31,Activated,(2023-08-31)  MASCOTT EQUIPMENT
800Do000000xLFQIA2,7069731,4166,4166,4166,2022-09-01,2023-08-31,Activated,"(2023-08-31)  Signature Concrete, Inc."
800Do000000xLFRIA2,7069732,960,960,960,2022-10-01,2023-09-30,Activated,"(2023-09-30)  Construction Sales & Rental Equip., Inc."
800Do000000xLFSIA2,7069733,5966.4,5966.4,11932.8,2022-11-01,2024-10-31,Activated,"(2024-10-31)  Southern Coast Enterprises, Inc."
800Do000000xLFTIA2,7069734,693,693,693,2022-12-01,2023-11-30,Activated,(2023-11-30)  1 Creator Painting & Design & Restoration  LLC
800Do000000xLFUIA2,7069735,4000,4000,4000,2022-10-18,2023-10-17,Activated,"(2023-10-17)  Just Building, Inc."
800Do000000xLFVIA2,7069736,4674,4674,9348,2022-11-01,2024-10-31,Activated,(2024-10-31)  Rivers Stucco & EIFS
800Do000000xLFWIA2,7069737,1130.84,1130.84,1130.84,2022-08-01,2023-07-31,Activated,(2023-07-31)  TOTAL FENCE LLC
800Do000000xLFXIA2,7069738,1979.84,1979.84,1979.84,2022-08-01,2023-07-31,Activated,(2023-07-31)  Big Wood Haus and Home
800Do000000xLWhIAM,7070803,42563.5,42563.5,127690.5,2022-10-01,2025-09-30,Activated,(2025-09-30)  THE SHERWIN-WILLIAMS COMPANY
800Do000000xLWiIAM,7070804,1101.98,1101.98,1101.98,2022-10-01,2023-09-30,Activated,(2023-09-30)  CENTURY HOSPITALITY
800Do000000xLWjIAM,7070805,1939.13,1939.13,1939.13,2022-10-07,2023-10-06,Activated,"(2023-10-06)  Midsouth Paving, Inc."
800Do000000xLWkIAM,7070806,25470.88,25470.88,25470.88,2022-10-07,2023-10-06,Activated,(2023-10-06)  ALLAN MYERS
800Do000000xLWlIAM,7070807,6776.7,6776.7,6776.7,2022-08-01,2023-07-31,Activated,(2023-07-31)  THE FOUNDATION/FAIR CNTRG/MASS
800Do000000xLWmIAM,7070808,27591,27591,27591,2022-08-01,2023-07-31,Activated,(2023-07-31)  DEPAOLI MOSAIC CO
800Do000000xLWnIAM,7070809,8795.6,8795.6,8795.6,2022-08-01,2023-07-31,Activated,(2023-07-31)  WILGER ENTERPRISES INC
800Do000000xLWoIAM,7070810,11390.61,11390.61,11390.61,2022-08-01,2023-07-31,Activated,(2023-07-31)  CHICAGO AREA LECET
800Do000000xLWpIAM,7070811,3250,3250,3250,2022-11-01,2023-10-31,Activated,(2023-10-31)  EDGER ENTERPRISES
800Do000000xLWqIAM,7070812,4896,4896,9792,2023-01-01,2024-12-31,Activated,(2024-12-31)  Landmark Electric Inc.
800Do000000xLWsIAM,7070814,7410,7410,14820,2023-01-01,2024-12-31,Activated,(2024-12-31)  Ally Heating & Air Conditioning
800Do000000xLWtIAM,7070815,487,487,487,2022-12-08,2023-12-07,Activated,(2023-12-07)  AUGUSTINE LNDSCPG & NURSERY
800Do000000xLWuIAM,7070816,6208.38,6208.38,12416.76,2023-01-01,2024-12-31,Activated,"(2024-12-31)  Arthur R. Henry, Inc."
800Do000000xLWvIAM,7070817,1660.79,1660.79,1660.79,2022-07-07,2023-07-06,Activated,"(2023-07-06)  Lehman Daman Construction Services, Inc."
800Do000000xLWwIAM,7070818,1391,1391,1391,2022-07-07,2023-07-06,Activated,(2023-07-06)  Redline Automatic Fire Sprinkler Protection Co.
800Do000000xLWxIAM,7070819,3875.83,3875.83,3875.83,2022-07-07,2023-07-06,Activated,(2023-07-06)  CAMBLIN STEEL SERVICE
800Do000000xLgIIAU,7071398,2219,2219,6657,2021-05-04,2024-05-03,Activated,(2024-05-03)  Interstate Pipeline Utility Construction LLC
800Do000000xKt5IAE,7068346,27989.05,27989.05,55978.1,2022-06-20,2024-06-19,Activated,(2024-06-19)  VAL-MATIC MANUFACTURING
800Do000000xKtAIAU,7068351,14041.19,14041.19,14041.19,2022-11-02,2023-11-01,Activated,(2023-11-01)  EAST BAY RESTAURANT SUPPLY
800Do000000xKtBIAU,7068352,13683,13683,13683,2022-06-15,2023-06-14,Activated,(2023-06-14)  GLENN MECHANICAL
800Do000000xL7GIAU,7069225,9550,9550,9550,2022-06-01,2023-05-31,Renewed,(2023-05-31)  EXTRUTECH PLASTICS INC
800Do000000xL7HIAU,7069226,1880.04,1880.04,1880.04,2022-06-01,2023-05-31,Activated,"(2023-05-31)  S. Y. Lee Associates, Inc."
800Do000000xL7IIAU,7069227,1606.79,1606.79,1606.79,2022-06-01,2023-05-31,Activated,(2023-05-31)  Nansemond Contractors Inc
800Do000000xL7KIAU,7069229,3400.1,3400.1,6800.2,2022-06-21,2024-06-20,Activated,(2024-06-20)  Thomas Commercial Services LLC
800Do000000xL7LIAU,7069230,2200,2200,2200,2022-07-08,2023-07-07,Activated,(2023-07-07)  Prestige Construction Services
800Do000000xL7MIAU,7069231,2200,2200,2200,2022-07-15,2023-07-14,Activated,(2023-07-14)  Molduk Services
800Do000000xL7NIAU,7069232,1200,1200,1200,2023-01-01,2023-12-31,Activated,"(2023-12-31)  Rivera's Fine Flooring, Inc."
800Do000000xL7OIAU,7069233,1824,1824,1824,2023-01-01,2023-12-31,Activated,(2023-12-31)  Titan Construction Enterprise Inc.
800Do000000xL7PIAU,7069234,2400,2400,2400,2023-01-01,2023-12-31,Activated,"(2023-12-31)  Sunway Construction, Inc."
800Do000000xL7QIAU,7069235,1950,1950,1950,2022-08-01,2023-07-31,Activated,(2023-07-31)  SUNLIGHT CONTRACTORS LLC
800Do000000xL7RIAU,7069236,1200,1200,1200,2022-07-26,2023-07-25,Activated,(2023-07-25)  T LaFaye Const. Mgmt. Design - LaFaye Framing
800Do000000xL7SIAU,7069237,1800,1800,1800,2022-07-26,2023-07-25,Activated,(2023-07-25)  T LaFaye Const. Mgmt. Design - LaFaye Framing
800Do000000xL7TIAU,7069238,580,580,1740,2022-12-15,2025-12-14,Activated,(2025-12-14)  SAN JOAQUIN STEEL
800Do000000xL7VIAU,7069240,5484,5484,5484,2023-01-01,2023-12-31,Activated,(2023-12-31)  UpKeep Solutions
800Do000000xL7WIAU,7069241,1360,1360,1360,2023-01-01,2023-12-31,Activated,(2023-12-31)  STEWART ELEC CO
800Do000000xKtCIAU,7068353,1920,1920,1920,2022-11-01,2023-10-31,Activated,(2023-10-31)  Pride Construction
800Do000000xKtDIAU,7068354,1305,1305,1305,2022-11-01,2023-10-31,Activated,(2023-10-31)  Marie Construction
800Do000000xKtEIAU,7068355,1244.11,1244.11,1244.11,2023-01-01,2023-12-31,Activated,(2023-12-31)  FMG
800Do000000xKtFIAU,7068356,1761.91,1761.91,1761.91,2023-01-01,2023-12-31,Activated,(2023-12-31)  DOXA CONSTRUCTION
800Do000000xKtGIAU,7068357,2482.34,2482.34,2482.34,2023-01-01,2023-12-31,Activated,(2023-12-31)  EnVision KY
800Do000000xKtHIAU,7068358,3524.53,3524.53,3524.53,2023-01-01,2023-12-31,Activated,(2023-12-31)  Woodwork Institute
800Do000000xKtIIAU,7068359,3071,3071,3071,2023-01-01,2023-12-31,Activated,(2023-12-31)  Snap On
800Do000000xKtKIAU,7068361,7971.03,7971.03,15942.06,2022-06-20,2024-06-19,Activated,(2024-06-19)  VAL-MATIC MANUFACTURING
800Do000000xKtLIAU,7068362,7200,7200,7200,2022-06-03,2023-06-02,Activated,"(2023-06-02)  BUILDING CONCEPTS, INC."
800Do000000xKx7IAE,7068595,31601.95,31601.95,63203.9,2022-02-01,2024-01-31,Activated,(2024-01-31)  CRESCENT ELECTRIC SUPPLY COMPANY-CESCO
800Do000000xLgdIAE,7071419,2501,2501,7503,2021-06-01,2024-05-31,Activated,(2024-05-31)  ESSENTIAL FIRE PROTECTION
800Do000000xKtNIAU,7068364,1600.38,1600.38,1600.38,2022-08-05,2023-08-04,Activated,(2023-08-04)  PRC Roofing & Sheet Metal
800Do000000xKtOIAU,7068365,5350,5350,5350,2022-07-20,2023-07-19,Activated,(2023-07-19)  EMIT
800Do000000xKtQIAU,7068367,15112.04,15112.04,15112.04,2022-09-02,2023-09-01,Activated,(2023-09-01)  CLYDE COMPANY
800Do000000xKtRIAU,7068368,1620.91,1620.91,1620.91,2022-11-02,2023-11-01,Activated,(2023-11-01)  Zoom Inc
800Do000000xKtTIAU,7068370,146.45,146.45,146.45,2022-06-15,2023-06-14,Activated,(2023-06-14)  Laborers International
800Do000000xKtUIAU,7068371,10553,10553,10553,2022-06-15,2023-06-14,Activated,(2023-06-14)  SETPOINT SYSTEMS CORP
800Do000000xKtVIAU,7068372,6757,6757,6757,2022-06-15,2023-06-14,Activated,(2023-06-14)  MAZZA SHT MTL INC
800Do000000xKtWIAU,7068373,21020,21020,21020,2022-06-15,2023-06-14,Activated,(2023-06-14)  D&M Contracting Inc.
800Do000000xKtXIAU,7068374,5648,5648,5648,2022-06-15,2023-06-14,Activated,(2023-06-14)  WILLIAM A RANDOLPH CONSTRUCT
800Do000000xKtYIAU,7068375,900,900,900,2022-11-01,2023-10-31,Activated,(2023-10-31)  Dunrite1
800Do000000xKtbIAE,7068378,11406.78,11406.78,11406.78,2023-01-01,2023-12-31,Activated,(2023-12-31)  ADP Lemco Inc
800Do000000xKtcIAE,7068379,17860.68,17860.68,17860.68,2022-06-01,2023-05-31,Activated,(2023-05-31)  BOGNER CONST CO
800Do000000xKtdIAE,7068380,2357,2357,2357,2022-06-01,2023-05-31,Activated,"(2023-05-31)  CLARK FARM DRAINAGE, INC"
800Do000000xKteIAE,7068381,2751.22,2751.22,2751.22,2022-06-01,2023-05-31,Renewed,(2023-05-31)  TRIVACO INC
800Do000000xL7XIAU,7069242,7526,7526,7526,2023-01-01,2023-12-31,Activated,(2023-12-31)  ANGOTTI & REILLY INC
800Do000000xL7YIAU,7069243,7554.04,7554.04,7554.04,2023-01-01,2023-12-31,Activated,(2023-12-31)  CONSTRUCT ONE CORP
800Do000000xL7aIAE,7069245,9722,9722,9722,2022-06-01,2023-05-31,Activated,(2023-05-31)  MALCOLM INTERNATIONAL
800Do000000xL7bIAE,7069246,3449,3449,3449,2022-06-01,2023-05-31,Activated,(2023-05-31)  PLUMBERS & PIPEFITTERS LOCAL #777
800Do000000xL7cIAE,7069247,2558.12,2558.12,2558.12,2022-06-01,2023-05-31,Activated,(2023-05-31)  Express Metals Recycling
800Do000000xL7eIAE,7069249,3300,3300,6600,2023-01-01,2024-12-31,Activated,(2024-12-31)  MK Concrete Construction
800Do000000xL7fIAE,7069250,6659.28,6659.28,13318.56,2022-08-01,2024-07-31,Activated,(2024-07-31)  PATRIOT MARINE LLC
800Do000000xL7gIAE,7069251,1200,1200,1200,2022-09-01,2023-08-31,Activated,(2023-08-31)  DT Stellar General
800Do000000xL7hIAE,7069252,25885.02,25885.02,51770.04,2022-01-05,2024-01-04,Activated,(2024-01-04)  TENSAR CORPORATION
800Do000000xL7iIAE,7069253,1568,1568,4704,2021-01-06,2024-01-05,Activated,(2024-01-05)  KAT EXCAVATION
800Do000000xL7jIAE,7069254,7257.6,7257.6,7257.6,2023-01-01,2023-12-31,Activated,(2023-12-31)  Industrial Services Enterprises
800Do000000xL7kIAE,7069255,3024,3024,3024,2023-01-01,2023-12-31,Activated,"(2023-12-31)  Industrial Electrical Service, Inc."
800Do000000xL7lIAE,7069256,1475.16,1475.16,1475.16,2023-01-01,2023-12-31,Activated,(2023-12-31)  PYRAMID RFG CO
800Do000000xL7nIAE,7069258,1860.78,1860.78,1860.78,2023-01-01,2023-12-31,Activated,(2023-12-31)  PAUL J RACH INC
800Do000000xL7oIAE,7069259,809.94,809.94,809.94,2023-01-01,2023-12-31,Activated,(2023-12-31)  RESPEC Consulting & Services
800Do000000xKxDIAU,7068601,6000,6000,18000,2022-02-07,2025-02-06,Activated,(2025-02-06)  MULTI-ELECTRIC MANUFACTURING
800Do000000xKxTIAU,7068617,1455,1455,2910,2022-04-01,2024-03-31,Activated,(2024-03-31)  PDQ DOOR
800Do000000xL86IAE,7069277,7648,7648,7648,2022-08-01,2023-07-31,Activated,(2023-07-31)  THOMPSON CONCRETE LTD
800Do000000xL87IAE,7069278,5880,5880,5880,2022-08-01,2023-07-31,Activated,(2023-07-31)  L0057 I U O E
800Do000000xLgxIAE,7071439,56364.08,56364.08,169092.24,2022-03-01,2025-02-28,Activated,"(2025-02-28)  SENNECA HOLDINGS, INC."
800Do000000xL88IAE,7069279,5425.59,5425.59,5425.59,2022-08-01,2023-07-31,Activated,(2023-07-31)  A & S CONST
800Do000000xL89IAE,7069280,2997.9,2997.9,2997.9,2022-11-15,2023-11-14,Activated,(2023-11-14)  CAPITOL ROOFING SVC
800Do000000xL8AIAU,7069281,1710.71,1710.71,1710.71,2022-11-15,2023-11-14,Activated,"(2023-11-14)  German Gonzalez, Llc"
800Do000000xL8BIAU,7069282,7862.79,7862.79,7862.79,2022-11-15,2023-11-14,Activated,(2023-11-14)  LARAMIE INCORP
800Do000000xKtgIAE,7068383,1000,1000,1000,2022-09-09,2023-09-08,Activated,(2023-09-08)  Mediterranean Design & Development
800Do000000xKthIAE,7068384,3106.4,3106.4,6212.8,2022-12-15,2024-12-14,Activated,(2024-12-14)  JK Landscaping LLC
800Do000000xKtiIAE,7068385,1824,1824,1824,2022-11-01,2023-10-31,Activated,"(2023-10-31)  Arminco, Inc."
800Do000000xKtjIAE,7068386,88884.03,59246.25,133304.06,2022-07-01,2024-09-30,Activated,"(2024-09-30)  Burgex, Inc."
800Do000000xKtkIAE,7068387,23411,23411,70233,2023-01-01,2025-12-31,Activated,(2025-12-31)  R H WHITE CONSTRCTN CO IN
800Do000000xKtlIAE,7068388,8064,8064,8064,2023-01-01,2023-12-31,Activated,(2023-12-31)  MAMCO INC.
800Do000000xKtmIAE,7068389,4651.59,4651.59,4651.59,2023-01-01,2023-12-31,Activated,(2023-12-31)  Sapphire Companies
800Do000000xKtnIAE,7068390,3500,3500,3500,2022-11-01,2023-10-31,Activated,(2023-10-31)  Taylor Pro LLC
800Do000000xKtoIAE,7068391,5742.54,5742.54,5742.54,2022-06-01,2023-05-31,Activated,(2023-05-31)  RUMMEL CONSTRUCTION INC
800Do000000xKtpIAE,7068392,6319,6319,6319,2022-06-01,2023-05-31,Activated,(2023-05-31)  Buckles-Smith Electric Company
800Do000000xKtqIAE,7068393,1516.84,1516.84,1516.84,2022-06-01,2023-05-31,Activated,(2023-05-31)  SOLID GROUND CONSULTING ENGINEERS LLC.
800Do000000xKtrIAE,7068394,10350.14,10350.14,10350.14,2022-06-01,2023-05-31,Activated,(2023-05-31)  RST Instruments Ltd.
800Do000000xKtsIAE,7068395,2548.82,2548.82,2548.82,2022-06-18,2023-06-17,Activated,(2023-06-17)  ERRIGAL CONSTRUCTION
800Do000000xKttIAE,7068396,2770,2770,2770,2022-09-09,2023-09-08,Activated,(2023-09-08)  V-Systems
800Do000000xKtuIAE,7068397,1800,1800,1800,2022-09-20,2023-09-19,Activated,"(2023-09-19)  Floyd Service Company, Inc."
800Do000000xKtvIAE,7068398,680,680,680,2022-10-01,2023-09-30,Activated,(2023-09-30)  X-Ram Electric LLC
800Do000000xL7pIAE,7069260,1498.19,1498.19,1498.19,2022-07-06,2023-07-05,Activated,(2023-07-05)  Midwest Garage Door Systems Inc
800Do000000xL7qIAE,7069261,5879.89,5879.89,5879.89,2022-07-06,2023-07-05,Activated,(2023-07-05)  Hallmark Casework
800Do000000xL7rIAE,7069262,1633.08,1633.08,1633.08,2022-07-06,2023-07-05,Activated,(2023-07-05)  CANTRELL EXTERIORS
800Do000000xL7sIAE,7069263,2416.34,2416.34,2416.34,2022-09-01,2023-08-31,Activated,(2023-08-31)  DAS GROUP INC
800Do000000xL7tIAE,7069264,6492,6492,6492,2022-09-01,2023-08-31,Activated,(2023-08-31)  DJR CONSTRUCTION GROUP
800Do000000xL7uIAE,7069265,1733,1733,1733,2022-09-01,2023-08-31,Activated,(2023-08-31)  E L HABETZ BUILDERS INC
800Do000000xL7vIAE,7069266,394.61,394.61,394.61,2022-09-01,2023-08-31,Activated,(2023-08-31)  CRANE CONSTRUCTION CO
800Do000000xL7yIAE,7069269,1386,1386,1386,2022-10-01,2023-09-30,Activated,"(2023-09-30)  Demo USA, Inc."
800Do000000xL80IAE,7069271,1352.36,1352.36,1352.36,2022-10-01,2023-09-30,Activated,(2023-09-30)  Gifford Indus  HRZ- Gifford Industries
800Do000000xL81IAE,7069272,3236.4,3236.4,3236.4,2022-10-01,2023-09-30,Activated,(2023-09-30)  M E COLLINS CONTRACTING CO INC
800Do000000xL82IAE,7069273,2830,2830,2830,2022-10-01,2023-09-30,Activated,(2023-09-30)  ALL-PHASE ELECTRIC
800Do000000xL83IAE,7069274,1365,1365,1365,2022-10-01,2023-09-30,Activated,(2023-09-30)  PHINNEY INDUSTRIAL RFG INC
800Do000000xL84IAE,7069275,5726,5726,5726,2022-10-01,2023-09-30,Activated,(2023-09-30)  Ames Construction Inc
800Do000000xL85IAE,7069276,6734,6734,6734,2022-08-01,2023-07-31,Activated,(2023-07-31)  BLAIR CONST CO INC
800Do000000xKxdIAE,7068627,3036.76,3036.76,9110.28,2021-02-01,2024-01-31,Activated,(2024-01-31)  BENSALEM METAL
800Do000000xKxiIAE,7068632,5112,5112,10224,2022-04-01,2024-03-31,Activated,(2024-03-31)  Moley Magnetics (aka Ezentrydoors)
800Do000000xL8CIAU,7069283,1500,1500,3000,2022-12-01,2024-11-30,Activated,(2024-11-30)  Synergy General Contractors
800Do000000xL8DIAU,7069284,76592.06,76592.06,153184.12,2022-11-16,2024-11-15,Activated,(2024-11-15)  SEAMAN CORPORATION
800Do000000xL8IIAU,7069289,1174,1174,1174,2022-12-08,2023-12-07,Activated,(2023-12-07)  CONDUCTOR POWER
800Do000000xL8JIAU,7069290,10500.04,10500.04,21000.08,2022-07-01,2024-06-30,Activated,(2024-06-30)  EDEN VALDERS STONE
800Do000000xL8KIAU,7069291,1279.21,1279.21,1279.21,2022-12-03,2023-12-02,Activated,"(2023-12-02)  FiveOliver, LLC"
800Do000000xKtwIAE,7068399,3330,3330,6660,2023-01-01,2024-12-31,Activated,"(2024-12-31)  Keystone Steel Structures, LLC"
800Do000000xKtxIAE,7068400,1727,1727,1727,2023-01-10,2024-01-09,Activated,(2024-01-09)  Permian Basin Irrigation Specialist LLC
800Do000000xKtyIAE,7068401,2550,2550,2550,2022-07-01,2023-06-30,Activated,"(2023-06-30)  Controls Services, Inc."
800Do000000xKu0IAE,7068403,2525,2525,2525,2022-07-01,2023-06-30,Renewed,(2023-06-30)  Premier Precast
800Do000000xL8EIAU,7069285,1305,1305,1305,2023-01-01,2023-12-31,Activated,(2023-12-31)  All American Rebuild
800Do000000xL8FIAU,7069286,2418.57,2418.57,2418.57,2022-12-01,2023-11-30,Activated,(2023-11-30)  Reelentless Construction
800Do000000xL8GIAU,7069287,11935.71,11935.71,11935.71,2022-12-01,2023-11-30,Activated,"(2023-11-30)  ALSINA FORMS CO, INC."
800Do000000xKu1IAE,7068404,2300,2300,2300,2022-11-01,2023-10-31,Activated,(2023-10-31)  Page Contracting Corp
800Do000000xKu2IAE,7068405,1512,1512,1512,2022-11-01,2023-10-31,Activated,(2023-10-31)  Page Contracting Corp
800Do000000xKu3IAE,7068406,2150,2150,2150,2023-01-01,2023-12-31,Activated,"(2023-12-31)  J & N Stone, Inc."
800Do000000xKu4IAE,7068407,6542.47,6542.47,19627.41,2020-07-01,2023-06-30,Activated,(2023-06-30)  RUDOLPH - LIBBE INC.
800Do000000xKu5IAE,7068408,6505.5,13011,13011,2022-06-21,2023-06-30,Activated,(2023-06-30)  RUDOLPH - LIBBE INC.
800Do000000xKu6IAE,7068409,1440,1440,1440,2022-10-27,2023-10-26,Activated,(2023-10-26)  Wade Development Group
800Do000000xKu7IAE,7068410,89964.04,57834.03,134946.06,2022-10-24,2025-02-23,Activated,(2025-02-23)  CORTEC CORP.
800Do000000xKu8IAE,7068411,1943.88,1943.88,1943.88,2023-01-01,2023-12-31,Activated,(2023-12-31)  Custom Roofing Of Sc
800Do000000xKu9IAE,7068412,2935.73,2935.73,2935.73,2023-01-01,2023-12-31,Activated,(2023-12-31)  IRONCLAD GENERAL ENGINEERING
800Do000000xKuAIAU,7068413,2033,2033,2033,2023-01-01,2023-12-31,Activated,(2023-12-31)  B & H Contracting
800Do000000xKuBIAU,7068414,2400,2400,2400,2022-08-03,2023-08-02,Activated,(2023-08-02)  THOMAS & THOMAS ENTERPRISE
800Do000000xKuCIAU,7068415,4012.26,4012.26,4012.26,2022-09-01,2023-08-31,Activated,(2023-08-31)  Sub Zero Group West
800Do000000xKuDIAU,7068416,5350.03,5350.03,5350.03,2022-09-01,2023-08-31,Activated,(2023-08-31)  PELLIZZARI ELECTRIC INC
800Do000000xKjNIAU,7067743,3105,3105,6210,2022-01-23,2024-01-22,Activated,(2024-01-22)  Disabled Veteran Modular Buildings
800Do000000xKjOIAU,7067744,5815,5815,17445,2022-02-01,2025-01-31,Activated,(2025-01-31)  SUFFOLK CONSTRUCTION CORPORATE
800Do000000xKjTIAU,7067749,1795,1795,1795,2022-06-01,2023-05-31,Activated,(2023-05-31)  MechTech
800Do000000xKxoIAE,7068638,10185.02,10185.02,30555.06,2021-02-01,2024-01-31,Activated,(2024-01-31)  FRONTIER MECHANICAL LLC
800Do000000xKxvIAE,7068645,124574.05,124574.05,373722.15,2021-02-01,2024-01-31,Activated,(2024-01-31)  Schindler Elevator
800Do000000xKfzIAE,7067534,3351.71,3351.71,3351.71,2022-11-17,2023-11-16,Activated,(2023-11-16)  SHOTCRETE SPECIALTIES
800Do000000xKg0IAE,7067535,2476.88,2476.88,2476.88,2022-11-17,2023-11-16,Activated,(2023-11-16)  Elite 3 Construction
800Do000000xKg1IAE,7067536,3878.47,3878.47,3878.47,2022-11-17,2023-11-16,Activated,(2023-11-16)  VALLEY COMPONENTS
800Do000000xKg2IAE,7067537,1066.46,1066.46,1066.46,2022-11-17,2023-11-16,Activated,(2023-11-16)  Deacon Construction
800Do000000xKg3IAE,7067538,1159.38,1159.38,1159.38,2022-12-01,2023-11-30,Activated,"(2023-11-30)  J & T Deluxe Staffing, LLC"
800Do000000xKg4IAE,7067539,1208.32,1208.32,1208.32,2022-12-01,2023-11-30,Activated,(2023-11-30)  USA CONCRETE INC
800Do000000xKg5IAE,7067540,1944,1944,1944,2022-12-01,2023-11-30,Activated,(2023-11-30)  BELL & MCCOY
800Do000000xKg6IAE,7067541,2997.9,2997.9,2997.9,2022-12-01,2023-11-30,Activated,(2023-11-30)  LOCAL #312 SHEET MTL WORKERS
800Do000000xKg7IAE,7067542,4390.96,4390.96,4390.96,2022-12-01,2023-11-30,Activated,(2023-11-30)  ROBERT W. BAIRD & COMPANY INC
800Do000000xKg8IAE,7067543,3100.86,3100.86,3100.86,2022-12-01,2023-11-30,Activated,"(2023-11-30)  Morley Builders, Inc."
800Do000000xKg9IAE,7067544,2125,2125,2125,2023-01-03,2024-01-02,Activated,(2024-01-02)  Fourtech
800Do000000xKgAIAU,7067545,3920,3920,3920,2022-11-16,2023-11-15,Activated,(2023-11-15)  FLEX MEMBRANE INTERNATIONAL CORP
800Do000000xKgBIAU,7067546,3024,3024,6048,2022-12-01,2024-11-30,Activated,(2024-11-30)  Only Gym Equipment
800Do000000xKgCIAU,7067547,1200,1200,1200,2022-12-01,2023-11-30,Activated,"(2023-11-30)  Atlantic Foodservice Equipment, LLC"
800Do000000xKgDIAU,7067548,799,799,799,2022-07-01,2023-06-30,Activated,(2023-06-30)  Boyd Engineering LLc
800Do000000xKgEIAU,7067549,2006.35,2006.35,2006.35,2022-06-09,2023-06-08,Activated,"(2023-06-08)  Kleeberg Sheet Metal, Inc"
