BBAccts,BBAcct,BBVisit,Stats, Reviewing, Bidding,Time on App (minutes),PageViews,List Code, ProView Views, Not Interested, StartDate, EndDate,ARCV,TCV,,Expired Contracts
8643999,8643999-0,3/30/2023 16:35,Review:1  BId:0  Tmins:3 PageViews:3,1,0,3,3,SubContractor/Supplier,1751,0,6/1/2021,5/31/2023,"$1,965.00 ","$3,930.00 ",,
8649213,8649213-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,4901,0,6/1/2021,5/31/2023,"$3,465.60 ","$6,931.20 ",,
8652724,8652724-0,5/5/2023 12:27,Review:18  BId:1  Tmins:22 PageViews:13,18,1,22,13,SubContractor/Supplier,4439,1,6/1/2021,5/31/2023,"$3,819.00 ","$7,638.00 ",,
8652725,8652725-0,5/8/2023 13:02,Review:3  BId:3  Tmins:10 PageViews:0,3,3,10,0,Prime Subcontractors,11370,0,6/1/2021,5/31/2023,"$4,740.00 ","$9,480.00 ",,
8662888,8662888-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,9688,0,6/1/2021,5/31/2023,"$1,200.00 ","$2,400.00 ",,
8665719,8665719-0,4/13/2023 7:36,Review:9  BId:10  Tmins:9 PageViews:1,9,10,9,1,Prime Subcontractors,11490,3,6/1/2021,5/31/2023,"$2,550.75 ","$5,101.50 ",,
8667241,8667241-0,4/19/2023 9:16,Review:6  BId:0  Tmins:2 PageViews:1,6,0,2,1,SubContractor/Supplier,10147,0,6/1/2021,5/31/2023,"$2,784.00 ","$5,568.00 ",,
8669664,8669664-0,,Review:9  BId:3  Tmins: PageViews:,9,3,,,SubContractor/Supplier,25466,0,6/1/2021,5/31/2023,"$1,512.00 ","$3,024.00 ",,
8670843,8670843-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,1001,0,6/1/2021,5/31/2023,"$4,260.00 ","$8,520.00 ",,
8890249,8890249-0,,Review:8  BId:2  Tmins: PageViews:,8,2,,,SubContractor/Supplier,7918,1,6/1/2022,5/31/2023,"$3,960.00 ","$7,920.00 ",,
8891436,8891436-0,3/22/2023 14:46,Review:16  BId:1  Tmins:7 PageViews:3,16,1,7,3,SubContractor/Supplier,35323,0,6/1/2022,5/31/2023,"$1,740.00 ","$3,480.00 ",,
8919640,8919640-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,General Contractors,8535,0,6/1/2022,5/31/2023,"$2,640.00 ","$5,760.00 ",,
8924465,8924465-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,2150,0,6/1/2022,5/31/2023,"$3,732.00 ","$7,464.00 ",,
8928838,8928838-0,,Review:0  BId:1  Tmins: PageViews:,0,1,,,SubContractor/Supplier,4094,2,6/1/2022,5/31/2023,"$1,595.00 ","$3,480.00 ",,
8929313,8929313-0,3/13/2023 13:42,Review:13  BId:2  Tmins:2 PageViews:2,13,2,2,2,Prime Subcontractors,9863,0,6/1/2022,5/31/2023,"$2,880.00 ","$5,760.00 ",,
8929322,8929322-0,,Review:8  BId:5  Tmins: PageViews:,8,5,,,SubContractor/Supplier,2251,0,6/1/2022,5/31/2023,"$1,668.00 ","$3,336.00 ",,
8933985,8933985-0,,Review:11  BId:11  Tmins: PageViews:,11,11,,,SubContractor/Supplier,742,3,6/1/2022,5/31/2023,"$1,980.00 ","$3,960.00 ",,
19503,19503-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,245,0,7/1/2021,6/30/2023,"$9,720.00 ","$9,720.00 ",,
178040,178040-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,9198,0,7/1/2021,6/30/2023,"$1,740.00 ","$1,740.00 ",,
196335,196335-0,4/20/2023 7:42,Review:25  BId:0  Tmins:39 PageViews:14,25,0,39,14,Prime Subcontractors,5614,0,7/1/2021,6/30/2023,"$4,080.00 ","$8,160.00 ",,
263245,263245-0,3/13/2023 12:48,Review:2  BId:3  Tmins:1 PageViews:0,2,3,1,0,Prime Subcontractors,8407,0,7/1/2021,6/30/2023,"$1,668.00 ","$3,336.00 ",,
287457,287457-0,1/19/2023 9:43,Review:5  BId:0  Tmins:2 PageViews:1,5,0,2,1,Architects,4908,0,7/1/2021,6/30/2023,"$5,850.00 ","$11,700.00 ",,
467777,467777-0,,Review:8  BId:1  Tmins: PageViews:,8,1,,,SubContractor/Supplier,25597,4,7/1/2021,6/30/2023,"$2,880.00 ","$5,760.00 ",,
792906,792906-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,20597,0,7/1/2021,6/30/2023,"$2,856.00 ","$5,712.00 ",,
794394,794394-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,13993,0,7/1/2021,6/30/2023,"$2,880.00 ","$5,760.00 ",,
814265,814265-0,2/2/2023 16:40,Review:0  BId:3  Tmins:2 PageViews:1,0,3,2,1,General Contractors,20597,7,7/1/2021,6/30/2023,"$2,220.00 ","$4,440.00 ",,
821811,821811-0,5/10/2023 13:34,Review:6  BId:0  Tmins:2 PageViews:0,6,0,2,0,SubContractor/Supplier,66652,320,7/1/2021,6/30/2023,"$5,700.00 ","$11,400.00 ",,
870599,870599-0,,Review:2  BId:1  Tmins: PageViews:,2,1,,,SubContractor/Supplier,26477,4,7/1/2021,6/30/2023,"$2,262.00 ","$4,524.00 ",,
872801,872801-0,4/19/2023 13:52,Review:9  BId:3  Tmins:11 PageViews:7,9,3,11,7,SubContractor/Supplier,12058,13,7/1/2021,6/30/2023,"$1,740.00 ","$3,480.00 ",,
1536727,1536727-0,4/13/2023 11:56,Review:5  BId:2  Tmins:23 PageViews:3,5,2,23,3,SubContractor/Supplier,26831,0,7/1/2021,6/30/2023,"$3,240.00 ","$6,480.00 ",,
1992176,1992176-0,4/28/2023 13:02,Review:49  BId:4  Tmins:81 PageViews:33,49,4,81,33,SubContractor/Supplier,10894,1,7/1/2021,6/30/2023,"$3,162.00 ","$6,324.00 ",,
2115664,2115664-0,,Review:12  BId:0  Tmins: PageViews:,12,0,,,SubContractor/Supplier,10786,36,7/1/2021,6/30/2023,"$2,796.00 ","$2,796.00 ",,
4232099,4232099-0,4/25/2023 23:09,Review:12  BId:1  Tmins:56 PageViews:27,12,1,56,27,SubContractor/Supplier,10336,20,7/1/2021,6/30/2023,"$1,200.00 ","$2,400.00 ",,
4465505,4465505-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,2535,0,7/1/2021,6/30/2023,"$3,636.60 ","$7,273.20 ",,
4706153,4706153-0,2/14/2023 22:36,Review:2  BId:0  Tmins:2 PageViews:2,2,0,2,2,SubContractor/Supplier,3833,0,7/1/2021,6/30/2023,"$7,977.60 ","$15,955.20 ",,
5531124,5531124-0,5/4/2023 11:24,Review:5  BId:1  Tmins:33 PageViews:2,5,1,33,2,SubContractor/Supplier,42536,0,7/1/2021,6/30/2023,"$1,707.60 ","$3,415.20 ",,
5600357,5600357-0,,Review:0  BId:1  Tmins: PageViews:,0,1,,,SubContractor/Supplier,9306,0,7/1/2021,6/30/2023,"$2,035.00 ","$4,440.00 ",,
5619879,5619879-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,3050,0,7/1/2021,6/30/2023,"$2,880.00 ","$5,760.00 ",,
5891025,5891025-0,1/27/2023 11:09,Review:4  BId:1  Tmins:3 PageViews:0,4,1,3,0,Prime Subcontractors,12092,2,7/1/2021,6/30/2023,"$6,274.80 ","$12,549.60 ",,
6005242,6005242-0,4/28/2023 15:34,Review:36  BId:3  Tmins:62 PageViews:15,36,3,62,15,SubContractor/Supplier,14082,0,7/1/2022,6/30/2023,"$3,360.00 ","$6,720.00 ",,
6791331,6791331-0,4/20/2023 8:06,Review:5  BId:0  Tmins:26 PageViews:2,5,0,26,2,SubContractor/Supplier,7185,1,7/1/2021,6/30/2023,"$5,004.00 ","$5,004.00 ",,
7013178,7013178-0,5/2/2023 8:53,Review:4  BId:0  Tmins:8 PageViews:4,4,0,8,4,Prime Subcontractors,2384,2,7/1/2021,6/30/2023,"$2,880.00 ","$5,760.00 ",,
7150974,7150974-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,General Contractors,18912,0,7/1/2021,6/30/2023,"$7,020.00 ","$14,040.00 ",,
7247409,7247409-0,4/7/2023 11:50,Review:7  BId:3  Tmins:44 PageViews:0,7,3,44,0,SubContractor/Supplier,16193,0,7/1/2022,6/30/2023,"$7,320.00 ","$14,640.00 ",,
7273712,7273712-0,3/28/2023 2:57,Review:88  BId:0  Tmins:5 PageViews:0,88,0,5,0,SubContractor/Supplier,24050,4,7/1/2021,6/30/2023,"$1,740.00 ","$3,480.00 ",,
7369367,7369367-0,5/11/2023 10:02,Review:1  BId:1  Tmins:10 PageViews:7,1,1,10,7,SubContractor/Supplier,2428,0,7/1/2021,6/30/2023,"$2,772.00 ","$5,544.00 ",,
7565029,7565029-0,2/18/2023 16:23,Review:34  BId:0  Tmins:4 PageViews:2,34,0,4,2,Prime Subcontractors,38354,1,7/1/2021,6/30/2023,"$4,284.00 ","$8,568.00 ",,
7668123,7668123-0,4/6/2023 14:32,Review:6  BId:7  Tmins:15 PageViews:5,6,7,15,5,SubContractor/Supplier,2910,0,7/1/2021,6/30/2023,"$2,772.00 ","$5,544.00 ",,
7798066,7798066-0,3/3/2023 12:35,Review:2  BId:3  Tmins:20 PageViews:3,2,3,20,3,SubContractor/Supplier,13117,0,7/1/2021,6/30/2023,"$1,740.00 ","$3,480.00 ",,
7799131,7799131-0,4/7/2023 11:09,Review:0  BId:0  Tmins:13 PageViews:2,0,0,13,2,SubContractor/Supplier,3864,0,7/1/2021,6/30/2023,"$2,880.00 ","$5,760.00 ",,
7816425,7816425-0,,Review:9  BId:0  Tmins: PageViews:,9,0,,,Prime Subcontractors,6882,0,7/1/2021,6/30/2023,"$1,595.00 ","$3,480.00 ",,
7842371,7842371-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,17905,1,7/1/2021,6/30/2023,"$3,873.00 ","$7,746.00 ",,
7877174,7877174-0,1/30/2023 16:47,Review:7  BId:1  Tmins:1 PageViews:0,7,1,1,0,Prime Subcontractors,13911,1,7/1/2021,6/30/2023,"$2,400.00 ","$4,800.00 ",,
7888003,7888003-0,,Review:3  BId:2  Tmins: PageViews:,3,2,,,SubContractor/Supplier,20204,2,7/1/2021,6/30/2023,"$2,880.00 ","$2,880.00 ",,
7895902,7895902-0,,Review:3  BId:1  Tmins: PageViews:,3,1,,,Prime Subcontractors,11259,0,7/1/2021,6/30/2023,"$5,004.00 ","$10,008.00 ",,
7898715,7898715-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,16425,0,7/1/2021,6/30/2023,"$1,596.00 ","$1,596.00 ",,
7907134,7907134-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,3279,0,7/1/2021,6/30/2023,"$2,640.00 ","$5,280.00 ",,
7923282,7923282-0,,Review:2  BId:5  Tmins: PageViews:,2,5,,,SubContractor/Supplier,619,0,7/1/2021,6/30/2023,"$1,740.00 ","$3,480.00 ",,
7983131,7983131-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,9494,0,7/1/2021,6/30/2023,"$3,441.00 ","$6,882.00 ",,
8049724,8049724-0,,Review:1  BId:2  Tmins: PageViews:,1,2,,,SubContractor/Supplier,2382,0,7/1/2021,6/30/2023,"$4,594.20 ","$9,188.40 ",,
8094036,8094036-0,4/19/2023 23:05,Review:10  BId:6  Tmins:8 PageViews:4,10,6,8,4,Prime Subcontractors,5400,9,7/1/2021,6/30/2023,"$3,732.00 ","$7,464.00 ",,
8179304,8179304-0,5/3/2023 18:48,Review:10  BId:5  Tmins:34 PageViews:29,10,5,34,29,SubContractor/Supplier,915,0,7/1/2022,6/30/2023,"$2,712.00 ","$5,424.00 ",,
8303050,8303050-0,,Review:4  BId:0  Tmins: PageViews:,4,0,,,SubContractor/Supplier,8183,2,7/1/2021,6/30/2023,"$1,740.00 ","$1,740.00 ",,
8350958,8350958-0,,Review:2  BId:3  Tmins: PageViews:,2,3,,,SubContractor/Supplier,3659,1,7/1/2021,6/30/2023,"$1,668.00 ","$3,336.00 ",,
8369347,8369347-0,4/23/2023 17:58,Review:8  BId:0  Tmins:51 PageViews:6,8,0,51,6,Prime Subcontractors,3377,1,7/1/2021,6/30/2023,"$1,740.00 ","$3,480.00 ",,
8547433,8547433-0,5/4/2023 11:41,Review:27  BId:0  Tmins:32 PageViews:23,27,0,32,23,SubContractor/Supplier,10788,0,7/1/2021,6/30/2023,"$11,666.70 ","$23,333.40 ",,
8616047,8616047-0,4/17/2023 11:28,Review:58  BId:3  Tmins:21 PageViews:1,58,3,21,1,SubContractor/Supplier,6117,33,7/1/2021,6/30/2023,"$17,217.60 ","$34,435.20 ",,
8619019,8619019-0,1/30/2023 20:02,Review:27  BId:0  Tmins:2 PageViews:3,27,0,2,3,SubContractor/Supplier,274,11,7/1/2022,6/30/2023,"$1,740.00 ","$1,740.00 ",,
8624694,8624694-0,5/3/2023 10:28,Review:35  BId:4  Tmins:25 PageViews:33,35,4,25,33,SubContractor/Supplier,1131,0,7/1/2021,6/30/2023,"$2,880.00 ","$5,760.00 ",,
8632246,8632246-0,5/9/2023 11:58,Review:1  BId:1  Tmins:1 PageViews:1,1,1,1,1,SubContractor/Supplier,949,2,7/1/2021,6/30/2023,"$1,200.00 ","$2,400.00 ",,
8637282,8637282-0,5/3/2023 10:11,Review:3  BId:1  Tmins:4 PageViews:1,3,1,4,1,Prime Subcontractors,4997,2,7/1/2021,6/30/2023,"$2,148.00 ","$2,148.00 ",,
8637885,8637885-0,4/27/2023 19:15,Review:23  BId:2  Tmins:30 PageViews:8,23,2,30,8,Prime Subcontractors,7317,0,7/1/2021,6/30/2023,"$9,720.00 ","$19,440.00 ",,
8638101,8638101-0,3/30/2023 8:17,Review:99  BId:32  Tmins:93 PageViews:85,99,32,93,85,SubContractor/Supplier,1497,1,7/1/2021,6/30/2023,"$1,200.00 ","$2,400.00 ",,
8640491,8640491-0,5/2/2023 6:33,Review:8  BId:1  Tmins:2 PageViews:1,8,1,2,1,SubContractor/Supplier,34291,0,7/1/2021,6/30/2023,"$5,040.00 ","$10,080.00 ",,
8642102,8642102-0,5/12/2023 16:01,Review:2  BId:0  Tmins:9 PageViews:0,2,0,9,0,SubContractor/Supplier,2151,0,7/1/2021,6/30/2023,"$2,262.00 ","$2,262.00 ",,
8643054,8643054-0,5/16/2023 21:55,Review:56  BId:0  Tmins:11 PageViews:7,56,0,11,7,Prime Subcontractors,3010,0,7/1/2021,6/30/2023,"$2,268.00 ","$4,536.00 ",,
8669638,8669638-0,4/1/2023 19:27,Review:9  BId:42  Tmins:5 PageViews:4,9,42,5,4,SubContractor/Supplier,5829,0,7/1/2021,6/30/2023,"$2,880.00 ","$5,760.00 ",,
8679172,8679172-0,5/9/2023 11:44,Review:3  BId:1  Tmins:5 PageViews:5,3,1,5,5,Prime Subcontractors,14253,0,7/1/2021,6/30/2023,"$1,668.00 ","$3,336.00 ",,
8682060,8682060-0,5/3/2023 16:31,Review:32  BId:0  Tmins:30 PageViews:23,32,0,30,23,Prime Subcontractors,8355,3,7/1/2021,6/30/2023,"$1,200.00 ","$2,400.00 ",,
8682882,8682882-0,3/20/2023 19:23,Review:3  BId:0  Tmins:11 PageViews:5,3,0,11,5,SubContractor/Supplier,2494,0,7/1/2021,6/30/2023,"$2,628.00 ","$5,256.00 ",,
8693428,8693428-0,5/16/2023 12:12,Review:26  BId:0  Tmins:38 PageViews:29,26,0,38,29,Prime Subcontractors,5903,139,7/1/2021,6/30/2023,"$4,080.00 ","$8,160.00 ",,
8694557,8694557-0,5/10/2023 12:12,Review:5  BId:0  Tmins:11 PageViews:13,5,0,11,13,General Contractors,1561,1,7/1/2021,6/30/2023,"$1,200.00 ","$2,400.00 ",,
8695618,8695618-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,General Contractors,30285,0,7/1/2021,6/30/2023,"$5,220.00 ","$10,440.00 ",,
8698430,8698430-0,5/3/2023 11:42,Review:4  BId:2  Tmins:7 PageViews:2,4,2,7,2,Prime Subcontractors,2342,0,7/1/2021,6/30/2023,"$20,790.00 ","$41,580.00 ",,
8703865,8703865-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,2044,0,7/1/2021,6/30/2023,"$1,595.00 ","$3,480.00 ",,
8866282,8866282-0,5/12/2023 16:25,Review:108  BId:7  Tmins:230 PageViews:129,108,7,230,129,SubContractor/Supplier,27910,0,7/1/2021,6/30/2023,"$1,786.80 ","$3,573.60 ",,
8891128,8891128-0,1/9/2023 22:07,Review:12  BId:5  Tmins:1 PageViews:1,12,5,1,1,SubContractor/Supplier,1140,1,7/1/2022,6/30/2023,"$11,842.20 ","$23,684.40 ",,
8923378,8923378-0,,Review:0  BId:4  Tmins: PageViews:,0,4,,,General Contractors,1841,0,7/1/2022,6/30/2023,"$1,740.00 ","$3,480.00 ",,
8929816,8929816-0,5/16/2023 9:54,Review:111  BId:3  Tmins:185 PageViews:89,111,3,185,89,SubContractor/Supplier,1887,0,7/1/2022,6/30/2023,"$1,668.00 ","$3,336.00 ",,
8937694,8937694-0,,Review:6  BId:0  Tmins: PageViews:,6,0,,,SubContractor/Supplier,547,0,7/1/2022,6/30/2023,"$1,740.00 ","$3,480.00 ",,
8941900,8941900-0,5/12/2023 6:49,Review:20  BId:2  Tmins:39 PageViews:9,20,2,39,9,SubContractor/Supplier,1272,0,7/1/2022,6/30/2023,"$2,940.00 ","$5,880.00 ",,
8942884,8942884-0,,Review:15  BId:4  Tmins: PageViews:,15,4,,,SubContractor/Supplier,2560,0,7/1/2022,6/30/2023,"$2,880.00 ","$5,760.00 ",,
8943543,8943543-0,5/9/2023 17:06,Review:7  BId:8  Tmins:35 PageViews:25,7,8,35,25,SubContractor/Supplier,856,4,7/1/2022,6/30/2023,"$1,740.00 ","$3,480.00 ",,
8943878,8943878-0,,Review:0  BId:2  Tmins: PageViews:,0,2,,,SubContractor/Supplier,1178,0,7/1/2022,6/30/2023,"$2,262.00 ","$4,524.00 ",,
8944184,8944184-0,1/27/2023 17:02,Review:10  BId:3  Tmins:2 PageViews:1,10,3,2,1,SubContractor/Supplier,12257,0,7/1/2022,6/30/2023,"$2,370.00 ","$4,740.00 ",,
8944917,8944917-0,,Review:41  BId:21  Tmins: PageViews:,41,21,,,SubContractor/Supplier,504,1,7/1/2022,6/30/2023,"$4,223.70 ","$8,447.40 ",,
8945277,8945277-0,1/20/2023 16:56,Review:19  BId:21  Tmins:5 PageViews:1,19,21,5,1,SubContractor/Supplier,878,1,7/1/2022,6/30/2023,"$1,450.00 ","$1,740.00 ",,
8946983,8946983-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,4023,0,7/1/2022,6/30/2023,"$1,740.00 ","$3,480.00 ",,
15619,15619-0,5/15/2023 16:21,Review:28  BId:0  Tmins:17 PageViews:9,28,0,17,9,SubContractor/Supplier,4242,0,8/1/2021,7/31/2023,"$1,200.00 ","$2,400.00 ",,
107301,107301-0,,Review:  BId:  Tmins: PageViews:,,,,,SubContractor/Supplier,2017,,8/1/2021,7/31/2023,"$8,610.00 ","$17,220.00 ",,
111006,111006-0,1/3/2023 14:43,Review:12  BId:6  Tmins:1 PageViews:1,12,6,1,1,SubContractor/Supplier,33616,0,8/1/2021,7/31/2023,"$3,480.00 ","$6,960.00 ",,
225176,225176-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,2954,0,8/1/2021,7/31/2023,"$1,740.00 ","$3,480.00 ",,
329607,329607-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,1527,0,8/1/2021,7/31/2023,"$3,499.80 ","$6,999.60 ",,
557325,557325-0,2/9/2023 17:27,Review:29  BId:56  Tmins:5 PageViews:2,29,56,5,2,Prime Subcontractors,55087,231,8/1/2021,7/31/2023,"$1,740.00 ","$1,740.00 ",,
755728,755728-0,5/5/2023 13:42,Review:2  BId:4  Tmins:3 PageViews:2,2,4,3,2,SubContractor/Supplier,508,2,8/1/2021,7/31/2023,"$6,576.00 ","$13,152.00 ",,
1076044,1076044-0,4/10/2023 10:02,Review:7  BId:4  Tmins:5 PageViews:4,7,4,5,4,SubContractor/Supplier,6840,0,8/1/2021,7/31/2023,"$1,668.00 ","$3,336.00 ",,
2090292,2090292-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,SubContractor/Supplier,4933,0,8/1/2021,7/31/2023,"$1,740.00 ","$3,480.00 ",,
2810874,2810874-0,,Review:6  BId:0  Tmins: PageViews:,6,0,,,SubContractor/Supplier,1099,2,8/1/2021,7/31/2023,"$5,100.00 ","$10,200.00 ",,
4307398,4307398-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,3108,0,8/1/2021,7/31/2023,"$12,420.00 ","$24,840.00 ",,
4329549,4329549-0,5/10/2023 8:43,Review:1  BId:0  Tmins:6 PageViews:0,1,0,6,0,SubContractor/Supplier,1081,2,8/1/2021,7/31/2023,"$2,772.00 ","$5,544.00 ",,
4749499,4749499-0,1/9/2023 14:22,Review:1  BId:0  Tmins:3 PageViews:0,1,0,3,0,SubContractor/Supplier,3917,0,8/1/2021,7/31/2023,"$1,740.00 ","$3,480.00 ",,
4896753,4896753-0,4/30/2023 23:59,Review:64  BId:4  Tmins:112 PageViews:32,64,4,112,32,SubContractor/Supplier,4754,0,8/1/2021,7/31/2023,"$1,200.00 ","$2,400.00 ",,
5691083,5691083-0,3/24/2023 8:52,Review:9  BId:0  Tmins:6 PageViews:5,9,0,6,5,SubContractor/Supplier,3160,4,8/1/2021,7/31/2023,"$2,220.00 ","$4,440.00 ",,
6202430,6202430-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,General Contractors,26542,0,8/1/2021,7/31/2023,"$5,745.00 ","$11,490.00 ",,
6559294,6559294-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,5510,0,8/1/2021,7/31/2023,"$2,772.00 ","$5,544.00 ",,
6724591,6724591-0,1/3/2023 16:35,Review:3  BId:2  Tmins:2 PageViews:0,3,2,2,0,Prime Subcontractors,13555,0,8/1/2021,7/31/2023,"$8,316.00 ","$16,632.00 ",,
7049132,7049132-0,3/27/2023 14:47,Review:0  BId:0  Tmins:7 PageViews:0,0,0,7,0,SubContractor/Supplier,15707,0,8/1/2021,7/31/2023,"$4,286.40 ","$8,572.80 ",,
7051574,7051574-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,11408,0,8/1/2021,7/31/2023,"$2,340.00 ","$4,680.00 ",,
7071826,7071826-0,5/3/2023 10:38,Review:2  BId:1  Tmins:3 PageViews:0,2,1,3,0,SubContractor/Supplier,8838,0,8/1/2022,7/31/2023,"$9,460.00 ","$20,640.00 ",,
7144533,7144533-0,,Review:7  BId:0  Tmins: PageViews:,7,0,,,SubContractor/Supplier,3647,0,8/1/2021,7/31/2023,"$2,700.00 ","$5,400.00 ",,
7162262,7162262-0,5/2/2023 14:50,Review:7  BId:0  Tmins:2 PageViews:0,7,0,2,0,General Contractors,22627,2,8/1/2022,7/31/2023,"$2,880.00 ","$5,760.00 ",,
7334433,7334433-0,2/2/2023 9:14,Review:1  BId:0  Tmins:1 PageViews:0,1,0,1,0,SubContractor/Supplier,7730,0,8/1/2021,7/31/2023,"$4,371.30 ","$8,742.60 ",,
7347178,7347178-0,3/27/2023 20:04,Review:6  BId:0  Tmins:7 PageViews:5,6,0,7,5,SubContractor/Supplier,7457,0,8/1/2021,7/31/2023,"$13,410.00 ","$26,820.00 ",,
7386218,7386218-0,5/16/2023 17:50,Review:8  BId:6  Tmins:37 PageViews:7,8,6,37,7,SubContractor/Supplier,24365,0,8/1/2021,7/31/2023,"$1,668.00 ","$3,336.00 ",,
7872802,7872802-0,3/29/2023 15:35,Review:1  BId:1  Tmins:9 PageViews:8,1,1,9,8,SubContractor/Supplier,1744,0,8/1/2021,7/31/2023,"$1,668.00 ","$3,336.00 ",,
7916837,7916837-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,13201,0,8/1/2021,7/31/2023,"$1,668.00 ","$3,336.00 ",,
7917393,7917393-0,,Review:0  BId:1  Tmins: PageViews:,0,1,,,SubContractor/Supplier,536,2,8/1/2021,7/31/2023,"$1,668.00 ","$3,336.00 ",,
8094001,8094001-0,3/1/2023 11:07,Review:37  BId:0  Tmins:20 PageViews:13,37,0,20,13,Prime Subcontractors,9546,2,8/1/2021,7/31/2023,"$2,772.00 ","$5,544.00 ",,
8210421,8210421-0,4/26/2023 22:51,Review:18  BId:16  Tmins:417 PageViews:76,18,16,417,76,Prime Subcontractors,3102,1,8/1/2021,7/31/2023,"$6,192.00 ","$12,384.00 ",,
8395755,8395755-0,5/2/2023 14:27,Review:3  BId:1  Tmins:9 PageViews:2,3,1,9,2,SubContractor/Supplier,892,0,8/1/2021,7/31/2023,"$1,740.00 ","$1,740.00 ",,
8543410,8543410-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,General Contractors,15406,0,8/1/2021,7/31/2023,"$2,880.00 ","$5,760.00 ",,
8547084,8547084-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,759,0,8/1/2021,7/31/2023,"$2,880.00 ","$5,760.00 ",,
8560838,8560838-0,1/31/2023 15:00,Review:6  BId:1  Tmins:6 PageViews:1,6,1,6,1,SubContractor/Supplier,34816,1,8/1/2021,7/31/2023,"$2,370.00 ","$4,740.00 ",,
8565937,8565937-0,4/17/2023 8:19,Review:20  BId:4  Tmins:48 PageViews:34,20,4,48,34,Prime Subcontractors,4246,0,8/1/2021,7/31/2023,"$1,200.00 ","$2,400.00 ",,
8575554,8575554-0,,Review:1  BId:2  Tmins: PageViews:,1,2,,,SubContractor/Supplier,3001,0,8/1/2021,7/31/2023,"$1,200.00 ","$2,400.00 ",,
8596965,8596965-0,5/9/2023 10:28,Review:7  BId:1  Tmins:14 PageViews:10,7,1,14,10,SubContractor/Supplier,2359,0,8/1/2021,7/31/2023,"$1,200.00 ","$1,200.00 ",,
8635373,8635373-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,Prime Subcontractors,4601,1,8/1/2021,7/31/2023,"$1,668.00 ","$3,336.00 ",,
8638134,8638134-0,,Review:1  BId:0  Tmins: PageViews:,1,0,,,SubContractor/Supplier,1787,0,8/1/2021,7/31/2023,"$2,370.00 ","$4,740.00 ",,
8640633,8640633-0,2/21/2023 8:07,Review:4  BId:0  Tmins:2 PageViews:2,4,0,2,2,SubContractor/Supplier,4269,19,8/1/2021,7/31/2023,"$2,880.00 ","$2,880.00 ",,
8672638,8672638-0,,Review:0  BId:0  Tmins: PageViews:,0,0,,,SubContractor/Supplier,264,0,8/1/2022,7/31/2023,"$1,200.00 ","$2,400.00 ",,
8691256,8691256-0,5/11/2023 18:57,Review:78  BId:10  Tmins:329 PageViews:215,78,10,329,215,SubContractor/Supplier,5167,23,8/1/2021,7/31/2023,"$4,326.00 ","$8,652.00 ",,
8691704,8691704-0,,Review:2  BId:0  Tmins: PageViews:,2,0,,,General Contractors,14083,47,8/1/2021,7/31/2023,"$9,720.00 ","$19,440.00 ",,
8704839,8704839-0,3/21/2023 11:28,Review:1  BId:0  Tmins:1 PageViews:1,1,0,1,1,SubContractor/Supplier,5458,0,8/1/2021,7/31/2023,"$6,135.00 ","$12,270.00 ",,
